Order_ID,Order_Date,Customer_Name,City,Product,Category,Quantity,Unit_Price,Payment_Method,Discount,Rating
1030,2024-05-30,Arjun,Hyderabad,Tablet,Electronics,2,25000,Cash,0,4
1031,2024-03-12,Sneha,Mumbai,Monitor,Electronics,2,15000,Card,0,4
1032,2024-01-02,Ravi,Chennai,Monitor,Electronics,2,15000,Cash,0,4
1033,2024-02-10,Sita,Mumbai,Tablet,Electronics,2,25000,UPI,500,3
1034,2024-06-27,Arjun,Bangalore,Printer,Electronics,2,8000,Card,0,4
1035,2024-04-18,Arjun,Bangalore,Monitor,Electronics,1,15000,UPI,0,4
1036,2024-03-28,Sneha,Bangalore,Phone,Electronics,3,30000,UPI,2000,4
1037,2024-03-12,Kiran,Hyderabad,Mouse,Electronics,3,500,UPI,0,5
1038,2024-02-09,Vikram,Delhi,Tablet,Electronics,3,25000,UPI,500,4
1039,2024-02-25,Ravi,Pune,Tablet,Electronics,5,25000,Net Banking,0,4
1040,2024-03-27,Neha,Bangalore,Laptop,Electronics,5,55000,Net Banking,2000,5
1041,2024-01-27,Sita,Pune,Mouse,Electronics,3,500,Cash,2000,4
1042,2024-01-24,Kiran,Delhi,Phone,Electronics,4,30000,Card,500,4
1043,2024-04-07,Amit,Delhi,Monitor,Electronics,4,15000,Cash,1000,5
1044,2024-01-25,Kiran,Chennai,Tablet,Electronics,5,25000,Net Banking,0,4
1045,2024-04-01,Neha,Delhi,Headphones,Electronics,4,2000,Net Banking,1000,4
1046,2024-03-29,Vikram,Bangalore,Keyboard,Electronics,1,1200,UPI,500,5
1047,2024-06-03,Amit,Hyderabad,Monitor,Electronics,3,15000,UPI,0,3
1048,2024-03-08,Rahul,Mumbai,Monitor,Electronics,4,15000,Card,2000,3
1049,2024-01-12,Amit,Pune,Tablet,Electronics,4,25000,UPI,1000,3
1050,2024-04-27,Sneha,Mumbai,Mouse,Electronics,4,500,UPI,0,3
1051,2024-05-17,Rahul,Pune,Monitor,Electronics,1,15000,Cash,1000,3
1052,2024-02-01,Sneha,Mumbai,Printer,Electronics,5,8000,Card,2000,4
1053,2024-04-06,Kiran,Delhi,Printer,Electronics,4,8000,Net Banking,500,3
1054,2024-01-21,Kiran,Chennai,Monitor,Electronics,3,15000,Cash,1000,3
1055,2024-05-21,Amit,Chennai,Headphones,Electronics,3,2000,Card,2000,3
1056,2024-03-16,Priya,Mumbai,Tablet,Electronics,2,25000,Cash,0,3
1057,2024-06-09,Priya,Mumbai,Printer,Electronics,4,8000,UPI,0,3
1058,2024-06-07,Kiran,Mumbai,Tablet,Electronics,4,25000,Net Banking,0,4
1059,2024-04-02,Priya,Mumbai,Monitor,Electronics,4,15000,UPI,0,4
1060,2024-05-27,Amit,Mumbai,Tablet,Electronics,3,25000,Card,1000,5
1061,2024-02-19,Ravi,Hyderabad,Laptop,Electronics,4,55000,Net Banking,2000,5
1062,2024-06-29,Kiran,Mumbai,Keyboard,Electronics,4,1200,Cash,0,3
1063,2024-01-18,Priya,Bangalore,Monitor,Electronics,4,15000,Net Banking,500,4
1064,2024-01-12,Sneha,Hyderabad,Phone,Electronics,1,30000,Cash,1000,3
1065,2024-06-18,Neha,Chennai,Monitor,Electronics,1,15000,UPI,0,3
1066,2024-02-28,Sita,Delhi,Keyboard,Electronics,2,1200,Card,0,4
1067,2024-03-15,Vikram,Delhi,Printer,Electronics,3,8000,UPI,500,3
1068,2024-01-21,Ravi,Bangalore,Keyboard,Electronics,3,1200,Net Banking,0,5
1069,2024-02-29,Neha,Hyderabad,Tablet,Electronics,2,25000,Cash,0,5
1070,2024-01-26,Sneha,Mumbai,Mouse,Electronics,5,500,Cash,0,4
1071,2024-04-07,Priya,Mumbai,Mouse,Electronics,5,500,UPI,500,3
1072,2024-03-12,Amit,Mumbai,Tablet,Electronics,3,25000,Card,1000,5
1073,2024-04-26,Rahul,Mumbai,Phone,Electronics,5,30000,Cash,2000,4
1074,2024-06-11,Rahul,Chennai,Headphones,Electronics,2,2000,Net Banking,0,4
1075,2024-04-03,Arjun,Chennai,Tablet,Electronics,3,25000,Net Banking,0,4
1076,2024-02-11,Kiran,Delhi,Monitor,Electronics,3,15000,Cash,500,4
1077,2024-04-04,Neha,Pune,Laptop,Electronics,5,55000,Net Banking,0,3
1078,2024-03-31,Rahul,Pune,Printer,Electronics,5,8000,Net Banking,0,5
1079,2024-02-23,Neha,Mumbai,Printer,Electronics,1,8000,Card,0,4
1080,2024-06-20,Sneha,Delhi,Phone,Electronics,5,30000,Cash,500,4
1081,2024-03-09,Rahul,Bangalore,Tablet,Electronics,5,25000,Cash,500,4
1082,2024-06-28,Neha,Bangalore,Phone,Electronics,2,30000,UPI,0,5
1083,2024-06-23,Rahul,Bangalore,Keyboard,Electronics,2,1200,Cash,0,5
1084,2024-06-14,Arjun,Chennai,Mouse,Electronics,2,500,Cash,500,3
1085,2024-01-19,Ravi,Hyderabad,Laptop,Electronics,5,55000,Cash,0,4
1086,2024-06-04,Vikram,Bangalore,Keyboard,Electronics,4,1200,Net Banking,0,3
1087,2024-06-11,Ravi,Bangalore,Printer,Electronics,4,8000,Net Banking,500,3
1088,2024-02-13,Sita,Delhi,Mouse,Electronics,1,500,UPI,1000,4
1089,2024-05-16,Sita,Chennai,Keyboard,Electronics,2,1200,UPI,2000,4
1090,2024-03-03,Neha,Delhi,Tablet,Electronics,5,25000,Net Banking,2000,5
1091,2024-02-11,Priya,Bangalore,Printer,Electronics,4,8000,UPI,500,5
1092,2024-04-28,Sita,Chennai,Mouse,Electronics,2,500,Card,0,4
1093,2024-04-07,Ravi,Mumbai,Keyboard,Electronics,5,1200,Net Banking,0,3
1094,2024-03-10,Kiran,Pune,Printer,Electronics,3,8000,Cash,0,3
1095,2024-06-12,Vikram,Pune,Printer,Electronics,1,8000,Card,0,4
1096,2024-06-25,Amit,Bangalore,Tablet,Electronics,1,25000,Card,2000,3
1097,2024-05-22,Vikram,Pune,Mouse,Electronics,1,500,Cash,0,4
1098,2024-02-26,Kiran,Pune,Printer,Electronics,1,8000,Net Banking,1000,5
1099,2024-06-24,Rahul,Hyderabad,Phone,Electronics,5,30000,UPI,2000,4
1100,2024-03-24,Ravi,Hyderabad,Tablet,Electronics,3,25000,Card,2000,4
1101,2024-01-15,Amit,Mumbai,Laptop,Electronics,3,55000,Net Banking,2000,3
1102,2024-02-28,Rahul,Hyderabad,Phone,Electronics,2,30000,Net Banking,2000,4
1103,2024-01-09,Sita,Chennai,Headphones,Electronics,4,2000,Cash,500,4
1104,2024-03-21,Priya,Delhi,Tablet,Electronics,4,25000,UPI,500,5
1105,2024-04-12,Arjun,Hyderabad,Printer,Electronics,1,8000,Net Banking,500,4
1106,2024-03-09,Ravi,Chennai,Laptop,Electronics,5,55000,Cash,1000,4
1107,2024-01-17,Kiran,Delhi,Printer,Electronics,4,8000,Card,0,3
1108,2024-02-24,Ravi,Pune,Phone,Electronics,4,30000,Card,1000,3
1109,2024-05-25,Sneha,Mumbai,Keyboard,Electronics,3,1200,UPI,2000,3
1110,2024-03-21,Amit,Mumbai,Monitor,Electronics,1,15000,Cash,1000,3
1111,2024-02-24,Neha,Mumbai,Phone,Electronics,4,30000,Card,1000,4
1112,2024-06-16,Amit,Hyderabad,Tablet,Electronics,2,25000,Cash,2000,5
1113,2024-05-07,Ravi,Bangalore,Tablet,Electronics,3,25000,Cash,2000,4
1114,2024-04-11,Rahul,Bangalore,Printer,Electronics,2,8000,Cash,1000,5
1115,2024-06-13,Neha,Delhi,Tablet,Electronics,4,25000,Net Banking,500,3
1116,2024-04-27,Rahul,Pune,Monitor,Electronics,4,15000,Net Banking,0,4
1117,2024-02-06,Amit,Delhi,Tablet,Electronics,2,25000,Cash,1000,3
1118,2024-03-08,Rahul,Hyderabad,Mouse,Electronics,4,500,Card,0,5
1119,2024-02-05,Kiran,Bangalore,Tablet,Electronics,2,25000,Net Banking,0,4
1120,2024-03-04,Arjun,Pune,Mouse,Electronics,3,500,Net Banking,2000,4
1121,2024-05-23,Kiran,Chennai,Laptop,Electronics,5,55000,UPI,0,3
1122,2024-05-17,Amit,Pune,Tablet,Electronics,1,25000,Cash,0,4
1123,2024-03-08,Kiran,Bangalore,Laptop,Electronics,1,55000,Cash,500,3
1124,2024-05-29,Priya,Delhi,Tablet,Electronics,2,25000,Card,0,5
1125,2024-04-19,Priya,Delhi,Keyboard,Electronics,2,1200,Card,0,5
1126,2024-05-29,Rahul,Pune,Printer,Electronics,5,8000,Cash,0,3
1127,2024-04-12,Kiran,Pune,Printer,Electronics,3,8000,Card,0,4
1128,2024-04-02,Kiran,Pune,Mouse,Electronics,4,500,Net Banking,500,5
1129,2024-02-26,Priya,Mumbai,Phone,Electronics,4,30000,UPI,500,3
1130,2024-02-05,Vikram,Bangalore,Monitor,Electronics,4,15000,Cash,2000,4
1131,2024-05-10,Vikram,Pune,Laptop,Electronics,4,55000,UPI,500,3
1132,2024-05-06,Arjun,Chennai,Printer,Electronics,3,8000,Card,0,5
1133,2024-01-24,Ravi,Bangalore,Phone,Electronics,2,30000,Net Banking,0,5
1134,2024-01-13,Amit,Hyderabad,Laptop,Electronics,5,55000,Cash,500,5
1135,2024-01-29,Amit,Delhi,Headphones,Electronics,4,2000,Cash,0,3
1136,2024-02-09,Kiran,Pune,Phone,Electronics,2,30000,Cash,500,4
1137,2024-06-09,Neha,Pune,Mouse,Electronics,4,500,Net Banking,0,3
1138,2024-02-10,Kiran,Delhi,Headphones,Electronics,1,2000,UPI,1000,3
1139,2024-06-23,Priya,Pune,Printer,Electronics,3,8000,Cash,500,5
1140,2024-04-18,Vikram,Delhi,Mouse,Electronics,2,500,Cash,1000,3
1141,2024-06-01,Kiran,Pune,Monitor,Electronics,1,15000,Net Banking,1000,5
1142,2024-01-17,Kiran,Mumbai,Mouse,Electronics,2,500,UPI,0,3
1143,2024-04-08,Priya,Mumbai,Mouse,Electronics,2,500,Cash,2000,3
1144,2024-04-07,Sita,Mumbai,Tablet,Electronics,5,25000,Net Banking,0,4
1145,2024-06-01,Rahul,Mumbai,Phone,Electronics,1,30000,Card,500,3
1146,2024-04-29,Arjun,Hyderabad,Headphones,Electronics,1,2000,Net Banking,500,5
1147,2024-05-15,Sita,Pune,Phone,Electronics,2,30000,Card,0,4
1148,2024-03-05,Amit,Delhi,Laptop,Electronics,1,55000,Card,500,3
1149,2024-05-21,Neha,Chennai,Mouse,Electronics,5,500,Cash,0,5
1150,2024-01-03,Amit,Chennai,Keyboard,Electronics,5,1200,Cash,0,4
1151,2024-06-23,Ravi,Bangalore,Keyboard,Electronics,1,1200,Card,0,3
1152,2024-01-30,Ravi,Chennai,Headphones,Electronics,1,2000,Net Banking,0,4
1153,2024-06-23,Arjun,Delhi,Mouse,Electronics,1,500,UPI,1000,4
1154,2024-05-17,Ravi,Pune,Printer,Electronics,5,8000,Cash,0,5
1155,2024-03-09,Priya,Mumbai,Printer,Electronics,1,8000,UPI,0,4
1156,2024-06-13,Arjun,Delhi,Printer,Electronics,4,8000,Card,0,3
1157,2024-03-28,Vikram,Delhi,Mouse,Electronics,2,500,Cash,500,5
1158,2024-01-29,Rahul,Delhi,Tablet,Electronics,5,25000,Net Banking,2000,4
1159,2024-03-16,Neha,Mumbai,Mouse,Electronics,1,500,Net Banking,2000,5
1160,2024-04-21,Priya,Mumbai,Monitor,Electronics,4,15000,UPI,500,4
1161,2024-02-10,Kiran,Bangalore,Headphones,Electronics,4,2000,Card,500,5
1162,2024-04-26,Sita,Mumbai,Printer,Electronics,1,8000,UPI,0,3
1163,2024-01-01,Vikram,Delhi,Headphones,Electronics,2,2000,Cash,2000,3
1164,2024-03-08,Priya,Pune,Mouse,Electronics,4,500,UPI,500,5
1165,2024-05-08,Sita,Delhi,Phone,Electronics,5,30000,Card,500,4
1166,2024-02-15,Arjun,Delhi,Keyboard,Electronics,4,1200,Cash,0,3
1167,2024-05-09,Priya,Delhi,Mouse,Electronics,3,500,UPI,2000,3
1168,2024-01-28,Kiran,Bangalore,Phone,Electronics,1,30000,Cash,0,4
1169,2024-06-09,Priya,Hyderabad,Laptop,Electronics,2,55000,Card,0,5
1170,2024-03-17,Priya,Mumbai,Laptop,Electronics,1,55000,Net Banking,2000,3
1171,2024-06-12,Arjun,Delhi,Headphones,Electronics,2,2000,UPI,500,4
1172,2024-05-09,Ravi,Pune,Laptop,Electronics,2,55000,UPI,0,5
1173,2024-06-04,Vikram,Mumbai,Phone,Electronics,4,30000,Net Banking,1000,4
1174,2024-02-20,Arjun,Mumbai,Phone,Electronics,2,30000,UPI,2000,3
1175,2024-02-09,Kiran,Hyderabad,Phone,Electronics,5,30000,Card,1000,5
1176,2024-04-05,Neha,Bangalore,Tablet,Electronics,5,25000,Card,0,3
1177,2024-02-11,Sita,Hyderabad,Keyboard,Electronics,3,1200,Net Banking,500,4
1178,2024-05-18,Sneha,Pune,Tablet,Electronics,2,25000,Card,0,4
1179,2024-05-15,Ravi,Mumbai,Headphones,Electronics,1,2000,UPI,1000,5
1180,2024-01-01,Priya,Delhi,Printer,Electronics,1,8000,Net Banking,500,5
1181,2024-06-02,Ravi,Bangalore,Tablet,Electronics,3,25000,Card,0,4
1182,2024-03-23,Sita,Chennai,Printer,Electronics,3,8000,Net Banking,0,4
1183,2024-05-05,Kiran,Pune,Tablet,Electronics,5,25000,Cash,0,4
1184,2024-01-05,Sneha,Pune,Monitor,Electronics,3,15000,UPI,0,3
1185,2024-01-29,Amit,Chennai,Monitor,Electronics,3,15000,UPI,500,5
1186,2024-04-02,Vikram,Chennai,Keyboard,Electronics,3,1200,UPI,0,3
1187,2024-03-19,Vikram,Mumbai,Keyboard,Electronics,4,1200,Cash,1000,5
1188,2024-03-02,Rahul,Mumbai,Headphones,Electronics,2,2000,Cash,1000,3
1189,2024-01-15,Sneha,Hyderabad,Phone,Electronics,5,30000,Cash,0,4
1190,2024-03-02,Arjun,Bangalore,Printer,Electronics,4,8000,UPI,0,3
1191,2024-05-25,Priya,Mumbai,Mouse,Electronics,5,500,UPI,2000,5
1192,2024-01-21,Vikram,Mumbai,Printer,Electronics,5,8000,Card,0,4
1193,2024-01-22,Sita,Delhi,Laptop,Electronics,4,55000,Card,0,4
1194,2024-05-04,Sneha,Delhi,Laptop,Electronics,2,55000,Card,1000,4
1195,2024-01-18,Priya,Bangalore,Headphones,Electronics,3,2000,UPI,500,4
1196,2024-05-16,Sneha,Pune,Headphones,Electronics,1,2000,Net Banking,500,3
1197,2024-02-02,Arjun,Hyderabad,Phone,Electronics,3,30000,Card,2000,3
1198,2024-02-02,Vikram,Pune,Headphones,Electronics,3,2000,UPI,1000,3
1199,2024-06-17,Arjun,Chennai,Phone,Electronics,5,30000,UPI,1000,5
1200,2024-05-01,Arjun,Bangalore,Tablet,Electronics,5,25000,Card,500,3
